t,action,reward,debt_ratio,gdp_growth,inflation,climate_shock,terminated,truncated,episode
25,0,-3.5152518096323573,1.315972924232483,-0.027016695588827133,0.050909608602523804,0.21546776592731476,False,False,5
26,1,-3.482450872424538,1.2979716062545776,-0.039015401154756546,0.04590960964560509,0.19987046718597412,False,False,5
27,3,-3.3605863365926445,1.312971591949463,-0.037015400826931,0.047909609973430634,0.151248961687088,False,False,5
28,2,-3.2976774404987745,1.3453185558319092,-0.02760212868452072,0.05849633738398552,0.11734569817781448,False,False,5
29,0,-3.3320538111725484,1.3707997798919678,-0.028698373585939407,0.05904445797204971,0.10962449014186859,False,False,5
30,2,-3.4301402124251865,1.403381586074829,-0.01934383623301983,0.06968992203474045,0.12909263372421265,False,False,5
31,0,-3.6367098432129548,1.4321449995040894,-0.021096518263220787,0.07056626677513123,0.1752682477235794,False,False,5
32,2,-3.6433470015927036,1.4654128551483154,-0.011913497000932693,0.08138324320316315,0.1633957326412201,False,False,5
33,0,-3.679077114335449,1.4931014776229858,-0.013451210223138332,0.0821520984172821,0.15377134084701538,False,False,5
34,3,-3.3898212130607948,1.508101463317871,-0.011451209895312786,0.08415209501981735,0.04935266822576523,False,False,5
35,3,-3.279181237980195,1.5231014490127563,-0.00945120956748724,0.0861520916223526,0.004472690634429455,False,True,5
0,3,-2.4038666753797457,1.1210157871246338,0.025386948138475418,0.05818643048405647,0.057465650141239166,False,False,6
1,2,-2.4602308480795156,1.1523085832595825,0.03506375849246979,0.06850961595773697,0.06463777273893356,False,False,6
2,0,-2.3755403163267115,1.1734038591384888,0.03484470024704933,0.06861914694309235,0.021905921399593353,False,False,6
3,0,-2.3498225109279156,1.1934038400650024,0.03484470024704933,0.06861914694309235,0.0,False,False,6
4,1,-2.5766261317987493,1.174142599105835,0.024105926975607872,0.06361914426088333,0.07387741655111313,False,False,6
5,2,-2.524152174627541,1.2050477266311646,0.03387965261936188,0.07384541630744934,0.04525474086403847,False,False,6
6,3,-2.412388022780418,1.2200477123260498,0.035879652947187424,0.07584541290998459,0.0,False,False,6
7,2,-2.642593258723773,1.2513498067855835,0.04555411636829376,0.08617094904184341,0.06510740518569946,False,False,6
8,3,-2.8080491906021194,1.2663497924804688,0.04755411669611931,0.08817094564437866,0.11225941777229309,False,False,6
9,0,-2.786546136516902,1.2907054424285889,0.046682991087436676,0.08860650658607483,0.0871124193072319,False,False,6
10,2,-2.8198586656981863,1.3224267959594727,0.05625266581773758,0.09903682768344879,0.08606494963169098,False,False,6
11,3,-2.754598766676873,1.337426781654358,0.058252666145563126,0.10103682428598404,0.05631161481142044,False,False,6
12,2,-2.979044454394402,1.3697901964187622,0.06766180694103241,0.11162769049406052,0.1181725412607193,False,False,6
13,1,-2.927126903867651,1.3507758378982544,0.05667613819241524,0.1066276878118515,0.09856683015823364,False,False,6
14,0,-2.991245203962842,1.3758362531661987,0.0556640550494194,0.10713373124599457,0.10120849311351776,False,False,6
15,0,-3.152730134026659,1.4025627374649048,0.05431876704096794,0.10780637711286545,0.13452862203121185,False,False,6
16,0,-3.2870706634287656,1.4304412603378296,0.05274305120110512,0.10859423875808716,0.15757159888744354,False,False,6
17,3,-3.157216492437929,1.4454412460327148,0.054743051528930664,0.1105942353606224,0.1062869131565094,False,False,6
18,2,-3.2135927946216825,1.4776866436004639,0.06418169289827347,0.12115559726953506,0.1122722253203392,False,False,6
19,2,-3.155928971786543,1.5093071460723877,0.07377656549215317,0.13156072795391083,0.08102535456418991,False,False,6
20,2,-3.2007843579950523,1.5409847497940063,0.08335716277360916,0.1419801265001297,0.08388014137744904,False,False,6
21,0,-3.2605516514201165,1.5652791261672974,0.08249827474355698,0.1424095630645752,0.08588851988315582,False,False,6
22,1,-3.3186466076218264,1.5463076829910278,0.0714697390794754,0.13740956783294678,0.10285361856222153,False,False,6
23,1,-3.3054007783833614,1.5272696018218994,0.06050780043005943,0.13240957260131836,0.09619380533695221,False,False,6
24,1,-3.386263027006989,1.5084730386734009,0.04930439963936806,0.12740957736968994,0.12033995985984802,False,False,6
25,1,-3.518658037480281,1.4900802373886108,0.03769718483090401,0.12240957468748093,0.16072143614292145,False,False,6
26,0,-3.630708138472266,1.518849492073059,0.03594334051012993,0.12328649312257767,0.1753843128681183,False,False,6
27,0,-3.763716204020122,1.548646330833435,0.033983971923589706,0.12426617741584778,0.19593700766563416,False,False,6
28,1,-3.8130273779260357,1.530721664428711,0.021908655762672424,0.11926617473363876,0.2075316607952118,False,False,6
29,1,-3.858262370756357,1.51289701461792,0.00973331369459629,0.11426617205142975,0.21753419935703278,False,False,6
30,3,-3.69732217991796,1.5278970003128052,0.011733314022421837,0.116266168653965,0.1558874547481537,False,False,6
